5188296969,seattle
5188296969,smithtower
5188896676,seattle
5188293425,seattle
5188293425,spaceneedleseattle
5188897152,seattle
5188897152,smithtower
5188897086,seattle
5188897086,smithtower
5188896432,seattle
5188896432,smithtower
5188893356,seattle
5188893356,spaceneedleseattle
5188293347,seattle
5188293347,spaceneedleseattle
5188295401,seattle
5188295401,smithtower
5188297041,seattle
5188297041,smithtower
5188293525,seattle
5188293525,spaceneedleseattle
6951668011,seattle
6951668011,observation
6951668011,skyscrapers
6951668011,space
6951668011,deck
6951668011,needle
6951668011,views
6951668011,spaceneedle
6249970753,seattle
6249970753,usa
6249970753,seattlewawashingtonstate
5188895676,seattle
5188895676,smithtower
